"","id","phase","date","site","bait_take","species","prints_count","raven_visit_1_pa","raven_visit_1_time","raven_visit_2_pa","raven_visit_2_time","raven_visit_3_pa","raven_visit_3_time","fox_visit_1_pa","fox_visit_1_time","fox_visit_2_pa","fox_visit_2_time","fox_visit_3_pa","fox_visit_3_time","fox_visit_4_pa","fox_visit_4_time","fox_visit_5_pa","fox_visit_5_time","treatment","foxes","ravens","bait_notes","bait_yes","day_of_week","minimum_temperature_c","maximum_temperature_c","rainfall_mm","speed_of_maximum_wind_gust_km_h","fox_visit_pa","fox_visit_n","raven_visit_pa","raven_visit_n","study_day"
"232",279,"2",2024-01-23,"F24",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Tuesday",14.9,26.7,0,30,0,0,0,0,9
"233",280,"2",2024-01-23,"F25",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Tuesday",14.9,26.7,0,30,0,0,0,0,9
"234",281,"2",2024-01-23,"F26",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Tuesday",14.9,26.7,0,30,0,0,0,0,9
"235",282,"2",2024-01-23,"F34",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Tuesday",14.9,26.7,0,30,0,0,0,0,9
"236",283,"2",2024-01-23,"F40",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Tuesday",14.9,26.7,0,30,0,0,0,0,9
"237",284,"2",2024-01-23,"F48",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Tuesday",14.9,26.7,0,30,0,0,0,0,9
"238",285,"2",2024-01-23,"F54",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Tuesday",14.9,26.7,0,30,0,0,0,0,9
"239",286,"2",2024-01-23,"F56",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Tuesday",14.9,26.7,0,30,0,0,0,0,9
"240",287,"2",2024-01-23,"F57",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Tuesday",14.9,26.7,0,30,0,0,0,0,9
"241",288,"2",2024-01-23,"F58",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Tuesday",14.9,26.7,0,30,0,0,0,0,9
"242",289,"2",2024-01-23,"F01",1,"Raven",0,1,-2209015500,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Tuesday",14.9,26.7,0,30,0,0,1,1,9
"243",290,"2",2024-01-23,"F03",1,"Raven",NA,1,-2209043100,1,-2209042800,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes","Tuesday",14.9,26.7,0,30,0,0,1,2,9
"244",291,"2",2024-01-23,"F04",1,"Raven",1,1,-2209048560,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Tuesday",14.9,26.7,0,30,0,0,1,1,9
"245",292,"2",2024-01-23,"F06",1,"Raven",NA,0,NA,0,NA,0,NA,1,0.844444444444444,1,-2209000440,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Tuesday",14.9,26.7,0,30,1,2,0,0,9
"246",293,"2",2024-01-23,"F09",1,"Raven",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes","Tuesday",14.9,26.7,0,30,0,0,0,0,9
"247",294,"2",2024-01-23,"F27",1,"Raven",NA,1,-2209044660,1,-2209041600,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Tuesday",14.9,26.7,0,30,0,0,1,2,9
"248",295,"2",2024-01-23,"F02",1,"Unknown",NA,0,NA,0,NA,0,NA,1,0.0381944444444444,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Tuesday",14.9,26.7,0,30,1,1,0,0,9
"249",296,"2",2024-01-23,"F07",1,"Unknown",2,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Tuesday",14.9,26.7,0,30,0,0,0,0,9
"250",297,"2",2024-01-23,"F08",1,"Unknown",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,"PE","Yes","Tuesday",14.9,26.7,0,30,0,0,0,0,9
"251",298,"2",2024-01-23,"F11",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,"PE","Yes","Tuesday",14.9,26.7,0,30,0,0,0,0,9
"252",299,"2",2024-01-23,"F28",1,"Unknown",2,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Tuesday",14.9,26.7,0,30,0,0,0,0,9
"253",300,"2",2024-01-23,"F31",1,"Unknown",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Tuesday",14.9,26.7,0,30,0,0,0,0,9
"254",301,"2",2024-01-23,"F32",1,"Unknown",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Tuesday",14.9,26.7,0,30,0,0,0,0,9
"255",302,"2",2024-01-24,"F05",1,"Fox",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Wednesday",12.1,27.5,0,35,0,0,0,0,10
"256",303,"2",2024-01-24,"F30",1,"Fox",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Wednesday",12.1,27.5,0,35,0,0,0,0,10
"257",304,"2",2024-01-24,"F35",1,"Fox",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Wednesday",12.1,27.5,0,35,0,0,0,0,10
"258",305,"2",2024-01-24,"F53",1,"Fox",NA,0,NA,0,NA,0,NA,1,0.935416666666667,1,-2208989280,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Wednesday",12.1,27.5,0,35,1,2,0,0,10
"259",306,"2",2024-01-24,"F54",1,"Fox",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Wednesday",12.1,27.5,0,35,0,0,0,0,10
"260",307,"2",2024-01-24,"F55",1,"Fox",NA,0,NA,0,NA,0,NA,1,0.964583333333333,1,-2209073400,1,-2209057980,0,NA,0,NA,"Control",1,NA,NA,"Yes","Wednesday",12.1,27.5,0,35,1,3,0,0,10
"261",308,"2",2024-01-24,"F04",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Wednesday",12.1,27.5,0,35,0,0,0,0,10
"262",309,"2",2024-01-24,"F14",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",12.1,27.5,0,35,0,0,0,0,10
"263",310,"2",2024-01-24,"F15",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",12.1,27.5,0,35,0,0,0,0,10
"264",311,"2",2024-01-24,"F16",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Wednesday",12.1,27.5,0,35,0,0,0,0,10
"265",312,"2",2024-01-24,"F18",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",12.1,27.5,0,35,0,0,0,0,10
"266",313,"2",2024-01-24,"F19",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",12.1,27.5,0,35,0,0,0,0,10
"267",314,"2",2024-01-24,"F20",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",12.1,27.5,0,35,0,0,0,0,10
"268",315,"2",2024-01-24,"F21",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Wednesday",12.1,27.5,0,35,0,0,0,0,10
"269",316,"2",2024-01-24,"F22",0,"Not taken",NA,0,NA,0,NA,0,NA,1,0.210416666666667,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Wednesday",12.1,27.5,0,35,1,1,0,0,10
"270",317,"2",2024-01-24,"F23",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Wednesday",12.1,27.5,0,35,0,0,0,0,10
"271",318,"2",2024-01-24,"F24",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Wednesday",12.1,27.5,0,35,0,0,0,0,10
"272",319,"2",2024-01-24,"F25",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",12.1,27.5,0,35,0,0,0,0,10
"273",320,"2",2024-01-24,"F26",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",12.1,27.5,0,35,0,0,0,0,10
"274",321,"2",2024-01-24,"F27",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Wednesday",12.1,27.5,0,35,0,0,0,0,10
"275",322,"2",2024-01-24,"F31",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",12.1,27.5,0,35,0,0,0,0,10
"276",323,"2",2024-01-24,"F34",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",12.1,27.5,0,35,0,0,0,0,10
"277",324,"2",2024-01-24,"F40",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",12.1,27.5,0,35,0,0,0,0,10
"278",325,"2",2024-01-24,"F48",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",12.1,27.5,0,35,0,0,0,0,10
"279",326,"2",2024-01-24,"F57",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",12.1,27.5,0,35,0,0,0,0,10
"280",327,"2",2024-01-24,"F58",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Wednesday",12.1,27.5,0,35,0,0,0,0,10
"281",328,"2",2024-01-24,"F01",1,"Raven",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Wednesday",12.1,27.5,0,35,0,0,0,0,10
"282",329,"2",2024-01-24,"F02",1,"Raven",NA,1,-2209043460,0,NA,0,NA,1,0.953472222222222,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes","Wednesday",12.1,27.5,0,35,1,1,1,1,10
"283",330,"2",2024-01-24,"F06",1,"Raven",NA,1,-2209025940,0,NA,0,NA,1,0.756944444444445,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Wednesday",12.1,27.5,0,35,1,1,1,1,10
"284",331,"2",2024-01-24,"F09",1,"Raven",NA,0,NA,0,NA,0,NA,1,0.980555555555556,1,-2209057500,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Wednesday",12.1,27.5,0,35,1,2,0,0,10
"285",332,"2",2024-01-24,"F10",1,"Raven",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes","Wednesday",12.1,27.5,0,35,0,0,0,0,10
"286",333,"2",2024-01-24,"F12",1,"Raven",NA,0,NA,0,NA,0,NA,1,0.05625,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Wednesday",12.1,27.5,0,35,1,1,0,0,10
"287",334,"2",2024-01-24,"F52",1,"Raven",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Wednesday",12.1,27.5,0,35,0,0,0,0,10
"288",336,"2",2024-01-24,"F07",1,"Unknown",NA,1,-2209033080,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Wednesday",12.1,27.5,0,35,0,0,1,1,10
"289",339,"2",2024-01-24,"F13",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Wednesday",12.1,27.5,0,35,0,0,0,0,10
"290",340,"2",2024-01-24,"F17",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Wednesday",12.1,27.5,0,35,0,0,0,0,10
"291",341,"2",2024-01-24,"F28",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Wednesday",12.1,27.5,0,35,0,0,0,0,10
"292",342,"2",2024-01-24,"F29",1,"Unknown",NA,0,NA,0,NA,0,NA,1,0.736111111111111,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Wednesday",12.1,27.5,0,35,1,1,0,0,10
"293",345,"2",2024-01-25,"F02",1,"Fox",2,0,NA,0,NA,0,NA,1,0.247222222222222,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,"PE","Yes","Thursday",17.2,30.1,0,26,1,1,0,0,11
"294",346,"2",2024-01-25,"F04",1,"Fox",2,0,NA,0,NA,0,NA,1,0.0541666666666667,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Thursday",17.2,30.1,0,26,1,1,0,0,11
"295",347,"2",2024-01-25,"F09",1,"Fox",3,0,NA,0,NA,0,NA,1,0.0958333333333333,1,-2209056300,0,NA,0,NA,0,NA,"Treatment",1,1,NA,"Yes","Thursday",17.2,30.1,0,26,1,2,0,0,11
"296",348,"2",2024-01-25,"F29",1,"Fox",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Thursday",17.2,30.1,0,26,0,0,0,0,11
"297",349,"2",2024-01-25,"F35",1,"Fox",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Thursday",17.2,30.1,0,26,0,0,0,0,11
"298",350,"2",2024-01-25,"F52",1,"Fox",NA,0,NA,0,NA,0,NA,1,0.853472222222222,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Thursday",17.2,30.1,0,26,1,1,0,0,11
"299",351,"2",2024-01-25,"F53",1,"Fox",2,0,NA,0,NA,0,NA,1,0.854861111111111,1,-2208992760,1,-2209055760,0,NA,0,NA,"Control",1,NA,NA,"Yes","Thursday",17.2,30.1,0,26,1,3,0,0,11
"300",352,"2",2024-01-25,"F55",1,"Fox",1,0,NA,0,NA,0,NA,1,0.192361111111111,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Thursday",17.2,30.1,0,26,1,1,0,0,11
"301",353,"2",2024-01-25,"F08",0,"Not taken",2,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Thursday",17.2,30.1,0,26,0,0,0,0,11
"302",354,"2",2024-01-25,"F10",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Thursday",17.2,30.1,0,26,0,0,0,0,11
"303",355,"2",2024-01-25,"F13",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Thursday",17.2,30.1,0,26,0,0,0,0,11
"304",356,"2",2024-01-25,"F14",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Thursday",17.2,30.1,0,26,0,0,0,0,11
"305",357,"2",2024-01-25,"F15",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Thursday",17.2,30.1,0,26,0,0,0,0,11
"306",358,"2",2024-01-25,"F16",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Thursday",17.2,30.1,0,26,0,0,0,0,11
"307",359,"2",2024-01-25,"F17",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Thursday",17.2,30.1,0,26,0,0,0,0,11
"308",360,"2",2024-01-25,"F18",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Thursday",17.2,30.1,0,26,0,0,0,0,11
"309",361,"2",2024-01-25,"F19",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Thursday",17.2,30.1,0,26,0,0,0,0,11
"310",362,"2",2024-01-25,"F20",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Thursday",17.2,30.1,0,26,0,0,0,0,11
"311",363,"2",2024-01-25,"F21",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Thursday",17.2,30.1,0,26,0,0,0,0,11
"312",364,"2",2024-01-25,"F22",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Thursday",17.2,30.1,0,26,0,0,0,0,11
"313",365,"2",2024-01-25,"F23",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Thursday",17.2,30.1,0,26,0,0,0,0,11
"314",366,"2",2024-01-25,"F24",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Thursday",17.2,30.1,0,26,0,0,0,0,11
"315",367,"2",2024-01-25,"F26",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Thursday",17.2,30.1,0,26,0,0,0,0,11
"316",368,"2",2024-01-25,"F27",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Thursday",17.2,30.1,0,26,0,0,0,0,11
"317",369,"2",2024-01-25,"F31",0,"Not taken",0,1,-2209028940,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Thursday",17.2,30.1,0,26,0,0,1,1,11
"318",370,"2",2024-01-25,"F40",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Thursday",17.2,30.1,0,26,0,0,0,0,11
"319",371,"2",2024-01-25,"F48",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Thursday",17.2,30.1,0,26,0,0,0,0,11
"320",372,"2",2024-01-25,"F54",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Thursday",17.2,30.1,0,26,0,0,0,0,11
"321",373,"2",2024-01-25,"F57",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Thursday",17.2,30.1,0,26,0,0,0,0,11
"322",374,"2",2024-01-25,"F58",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Thursday",17.2,30.1,0,26,0,0,0,0,11
"323",375,"2",2024-01-25,"F12",1,"Raven",3,0,NA,0,NA,0,NA,1,0.178472222222222,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Thursday",17.2,30.1,0,26,1,1,0,0,11
"324",376,"2",2024-01-25,"F25",1,"Raven",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes","Thursday",17.2,30.1,0,26,0,0,0,0,11
"325",377,"2",2024-01-25,"F01",1,"Unknown",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Thursday",17.2,30.1,0,26,0,0,0,0,11
"326",378,"2",2024-01-25,"F03",1,"Unknown",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,"PE","Yes","Thursday",17.2,30.1,0,26,0,0,0,0,11
"327",379,"2",2024-01-25,"F05",1,"Unknown",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Thursday",17.2,30.1,0,26,0,0,0,0,11
"328",381,"2",2024-01-25,"F07",1,"Unknown",NA,0,NA,0,NA,0,NA,1,0.0215277777777778,1,-2209061700,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Thursday",17.2,30.1,0,26,1,2,0,0,11
"329",382,"2",2024-01-25,"F11",1,"Unknown",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Thursday",17.2,30.1,0,26,0,0,0,0,11
"330",383,"2",2024-01-25,"F28",1,"Unknown",2,0,NA,0,NA,0,NA,1,0.810416666666667,1,-2208988980,1,-2209065420,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Thursday",17.2,30.1,0,26,1,3,0,0,11
"331",384,"2",2024-01-25,"F30",1,"Unknown",1,0,NA,0,NA,0,NA,1,0.757638888888889,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Thursday",17.2,30.1,0,26,1,1,0,0,11
"332",385,"2",2024-01-25,"F32",1,"Unknown",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Thursday",17.2,30.1,0,26,0,0,0,0,11
"333",386,"2",2024-01-25,"F34",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Thursday",17.2,30.1,0,26,0,0,0,0,11
"334",387,"2",2024-01-25,"F56",1,"Unknown",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Thursday",17.2,30.1,0,26,0,0,0,0,11
"335",431,"2",2024-01-29,"F02",1,"Fox",2,0,NA,0,NA,0,NA,1,0.909027777777778,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Monday",14.5,31.5,0,41,1,1,0,0,15
"336",432,"2",2024-01-29,"F05",1,"Fox",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Monday",14.5,31.5,0,41,0,0,0,0,15
"337",433,"2",2024-01-29,"F07",1,"Fox",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Monday",14.5,31.5,0,41,0,0,0,0,15
"338",434,"2",2024-01-29,"F10",1,"Fox",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Monday",14.5,31.5,0,41,0,0,0,0,15
"339",435,"2",2024-01-29,"F12",1,"Fox",2,0,NA,0,NA,0,NA,1,0.0263888888888889,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Monday",14.5,31.5,0,41,1,1,0,0,15
"340",436,"2",2024-01-29,"F20",1,"Fox",2,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Monday",14.5,31.5,0,41,0,0,0,0,15
"341",437,"2",2024-01-29,"F24",1,"Fox",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Monday",14.5,31.5,0,41,0,0,0,0,15
"342",438,"2",2024-01-29,"F25",1,"Fox",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Monday",14.5,31.5,0,41,0,0,0,0,15
"343",439,"2",2024-01-29,"F29",1,"Fox",NA,0,NA,0,NA,0,NA,1,0.820833333333333,1,-2208996720,1,-2209051680,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Monday",14.5,31.5,0,41,1,3,0,0,15
"344",440,"2",2024-01-29,"F35",1,"Fox",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Monday",14.5,31.5,0,41,0,0,0,0,15
"345",441,"2",2024-01-29,"F52",1,"Fox",2,0,NA,0,NA,0,NA,1,0.114583333333333,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Monday",14.5,31.5,0,41,1,1,0,0,15
"346",442,"2",2024-01-29,"F53",1,"Fox",2,0,NA,0,NA,0,NA,1,0.784722222222222,1,-2208997620,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Monday",14.5,31.5,0,41,1,2,0,0,15
"347",443,"2",2024-01-29,"F56",1,"Fox",1,0,NA,0,NA,0,NA,1,0.95,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Monday",14.5,31.5,0,41,1,1,0,0,15
"348",444,"2",2024-01-29,"F03",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Monday",14.5,31.5,0,41,0,0,0,0,15
"349",445,"2",2024-01-29,"F04",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Monday",14.5,31.5,0,41,0,0,0,0,15
